1,0,HGDP00708,hgdp,america,colombian,f,none
2,0,HGDP00710,hgdp,america,colombian,m,none
3,0,HGDP00702,hgdp,america,colombian,f,none
4,0,HGDP00970,hgdp,america,colombian,f,none
5,0,HGDP00703,hgdp,america,colombian,m,none
6,0,HGDP00704,hgdp,america,colombian,f,none
7,0,HGDP00706,hgdp,america,colombian,f,none
8,0,HGDP01385,hgdp,caucasus,adygei,m,none
9,0,HGDP01388,hgdp,caucasus,adygei,f,none
10,0,HGDP01381,hgdp,caucasus,adygei,f,none
11,0,HGDP01382,hgdp,caucasus,adygei,f,none
12,0,HGDP01383,hgdp,caucasus,adygei,m,none
13,0,HGDP01387,hgdp,caucasus,adygei,f,none
14,0,HGDP01384,hgdp,caucasus,adygei,f,none
15,0,HGDP01386,hgdp,caucasus,adygei,f,none
16,0,HGDP01396,hgdp,caucasus,adygei,m,none
17,0,HGDP01397,hgdp,caucasus,adygei,m,none
18,0,HGDP01399,hgdp,caucasus,adygei,f,none
19,0,HGDP01400,hgdp,caucasus,adygei,f,none
20,0,HGDP01401,hgdp,caucasus,adygei,f,none
21,0,HGDP01402,hgdp,caucasus,adygei,m,none
22,0,HGDP01398,hgdp,caucasus,adygei,f,none
23,0,HGDP01403,hgdp,caucasus,adygei,m,none
24,0,HGDP01404,hgdp,caucasus,adygei,m,none
25,0,GSM536817,behar,caucasus,armenians,m,none
26,0,GSM536818,behar,caucasus,armenians,m,none
27,0,GSM536819,behar,caucasus,armenians,m,none
28,0,GSM536820,behar,caucasus,armenians,m,none
29,0,GSM536822,behar,caucasus,armenians,m,none
30,0,GSM536823,behar,caucasus,armenians,m,none
31,0,GSM536824,behar,caucasus,armenians,m,none
32,0,GSM536825,behar,caucasus,armenians,m,none
33,0,GSM536826,behar,caucasus,armenians,m,none
34,0,GSM536827,behar,caucasus,armenians,m,none
35,0,GSM536829,behar,caucasus,armenians,m,none
36,0,GSM536830,behar,caucasus,armenians,m,none
37,0,GSM536831,behar,caucasus,armenians,m,none
38,0,GSM536832,behar,caucasus,armenians,m,none
39,0,GSM536834,behar,caucasus,armenians,m,none
40,0,GSM536835,behar,caucasus,armenians,m,none
41,0,GSM536821,behar,caucasus,armenians-b,m,none
42,0,GSM536828,behar,caucasus,armenians-b,m,none
43,0,GSM536833,behar,caucasus,armenians-b,m,none
44,0,GSM536964,behar,caucasus,azerbaijan-jews,m,none
45,0,GSM536965,behar,caucasus,azerbaijan-jews,m,none
46,0,GSM536966,behar,caucasus,azerbaijan-jews,m,none
47,0,GSM536967,behar,caucasus,azerbaijan-jews,f,none
48,0,GSM536989,behar,caucasus,azerbaijan-jews,m,none
49,0,GSM536990,behar,caucasus,azerbaijan-jews,m,none
50,0,GSM536991,behar,caucasus,azerbaijan-jews,m,none
51,0,GSM536992,behar,caucasus,azerbaijan-jews,m,none
52,0,GSM536993,behar,caucasus,georgia-jews,m,none
53,0,GSM536994,behar,caucasus,georgia-jews,m,none
54,0,GSM536995,behar,caucasus,georgia-jews,m,none
55,0,GSM536996,behar,caucasus,georgia-jews,m,none
56,0,GSM536854,behar,caucasus,georgians,m,none
57,0,GSM536855,behar,caucasus,georgians,m,none
58,0,GSM536856,behar,caucasus,georgians,m,none
59,0,GSM536857,behar,caucasus,georgians,m,none
60,0,GSM536858,behar,caucasus,georgians,m,none
61,0,GSM536859,behar,caucasus,georgians,m,none
62,0,GSM536860,behar,caucasus,georgians,m,none
63,0,GSM536861,behar,caucasus,georgians,m,none
64,0,GSM536862,behar,caucasus,georgians,m,none
65,0,GSM536863,behar,caucasus,georgians,m,none
66,0,GSM536864,behar,caucasus,georgians,m,none
